PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Activity Summary,Agonist Activity,Agonist Potency (uM),Agonist Efficacy (%),Viability Activity,Viability Potency (uM),Viability Efficacy (%),Sample Source,OPENADMET_CANONICAL_SMILES,INCHIKEY
4839,170465199.0,23625795.0,CC(C)[C@@H](CC1=CC(=C(C=C1)OC)OCCCOC)C[C@@H]([C@H](C[C@@H](C(C)C)C(=O)NCC(C)(C)C(=O)N)O)N.Cl,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,Microsource,COCCCOC1=CC(C[C@@H](C[C@H](N)[C@@H](O)C[C@H](C(=O)NCC(C)(C)C(N)=O)C(C)C)C(C)C)=CC=C1OC,UXOWGYHJODZGMF-QORCZRPOSA-N
4840,170465685.0,6852391.0,CCCC[N+]1([C@@H]2CC(C[C@H]1[C@H]3[C@@H]2O3)OC(=O)[C@H](CO)C4=CC=CC=C4)C.[Br-],Inactive,0.0,,,inactive,inactive,,0,inactive,,0,Enzo,CCCC[N+]1(C)[C@@H]2CC(OC(=O)[C@H](CO)C3=CC=CC=C3)C[C@H]1[C@@H]1O[C@@H]12,YBCNXCRZPWQOBR-MWGADRMYSA-N
4841,170465265.0,66064.0,CN1CCN(CC1)CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)C(F)(F)F.Cl.Cl,Inactive,0.0,,,inactive,inactive,,0,active antagonist,26.6032,-99.1468,Labotest,CN1CCN(CCCN2C3=CC=CC=C3SC3=CC=C(C(F)(F)F)C=C32)CC1,ZEWQUBUPAILYHI-UHFFFAOYSA-N
4842,170464637.0,5329.0,CC1=CC(=NO1)NS(=O)(=O)C2=CC=C(C=C2)N,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,Labotest,CC1=CC(NS(=O)(=O)C2=CC=C(N)C=C2)=NO1,JLKIGFTWXXRPMT-UHFFFAOYSA-N
4843,170464647.0,131204.0,CC(C)(CO)[C@H](C(=O)NCCCO)O,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,Labotest,CC(C)(CO)[C@@H](O)C(=O)NCCCO,SNPLKNRPJHDVJA-ZETCQYMHSA-N
4844,144206961.0,16013.0,C1=CC(=CC=C1N=NC2=C(NN(C2=O)C3=CC=C(C=C3)S(=O)(=O)[O-])C(=O)[O-])S(=O)(=O)[O-].[Na+].[Na+].[Na+],Inactive,0.0,,,inactive,inactive,,0,active antagonist,28.7255,-55.675,SIGMA,O=C(O)C1=C(N=NC2=CC=C(S(=O)(=O)O)C=C2)C(=O)N(C2=CC=C(S(=O)(=O)O)C=C2)N1,SXSWSYRFTJDJTA-UHFFFAOYSA-N
4845,170466060.0,2006.0,C1=CC(=CC(=C1)NC(=O)C(=O)O)C2=NNN=N2,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,Life Chemicals,O=C(O)C(=O)NC1=CC=CC(C2=NNN=N2)=C1,VWQZJJZGISNFOE-UHFFFAOYSA-N
4846,170465761.0,967.0,C1=C(NC(=O)NC1=O)C(=O)O,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,Vitas,O=C(O)C1=CC(=O)NC(=O)N1,PXQPEWDEAKTCGB-UHFFFAOYSA-N
4847,144207162.0,6476.0,CC1(CC(=O)N(C1=O)C)C2=CC=CC=C2,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,Toronto Research,CN1C(=O)CC(C)(C2=CC=CC=C2)C1=O,AJXPJJZHWIXJCJ-UHFFFAOYSA-N
4848,144207198.0,135400182.0,CC1=NC2=C(C=C(C=C2)CN(C)C3=CC=C(S3)C(=O)N[C@@H](CCC(=O)O)C(=O)O)C(=O)N1,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,Waterstone,CC1=NC(=O)C2=CC(CN(C)C3=CC=C(C(=O)N[C@@H](CCC(=O)O)C(=O)O)S3)=CC=C2N1,IVTVGDXNLFLDRM-HNNXBMFYSA-N
4849,170465609.0,176167.0,CN1C=C(C2=CC=CC=C21)C3=C(C(=O)NC3=O)C4=CN(C5=CC=CC=C54)C6CCN(CC6)CC7=CC=CC=N7,Inactive,0.0,,,inactive,inactive,,0,inconclusive antagonist,9.43918,-61.9741,Selleck,CN1C=C(C2=C(C3=CN(C4CCN(CC5=CC=CC=N5)CC4)C4=CC=CC=C34)C(=O)NC2=O)C2=CC=CC=C21,AXRCEOKUDYDWLF-UHFFFAOYSA-N
4850,144206461.0,11243969.0,C1[C@@H]2C[C@@H]2N([C@@H]1C#N)C(=O)[C@H](C34CC5CC(C3)CC(C5)(C4)O)N,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,ACC,N#C[C@@H]1C[C@@H]2C[C@@H]2N1C(=O)[C@@H](N)C12CC3CC(CC(O)(C3)C1)C2,QGJUIPDUBHWZPV-SGTAVMJGSA-N
4851,170465421.0,4723.0,C1=CC=C(C=C1)C2C(=O)N=C(O2)N,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,Sequoia,NC1=NC(O)=C(C2=CC=CC=C2)O1,HDOVLPFABNJQJO-UHFFFAOYSA-N
4852,144206438.0,5492898.0,CN1CC[C@]23[C@@H]4[C@H]1CC5=C2C(=C(C=C5)OC)O[C@H]3[C@@H](CC4)O,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,RTI,COC1=CC=C2C[C@@H]3[C@@H]4CC[C@@H](O)[C@@H]5OC1=C2[C@]45CCN3C,RBOXVHNMENFORY-KEMUOJQUSA-N
4853,170465269.0,60196296.0,C1C2=C(C=CC(=C2Cl)Cl)NC3=NC(=CN31)O.Cl,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,Microsource,OC1=CN2CC3=C(Cl)C(Cl)=CC=C3NC2=N1,CUCMIJQKFCWAPD-UHFFFAOYSA-N
4854,144206375.0,71580.0,COC1=CC(=CC(=C1OC)OC)CCN.Cl,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,RTI,COC1=CC(CCN)=CC(OC)=C1OC,RHCSKNNOAZULRK-UHFFFAOYSA-N
4855,144206376.0,110689.0,CC(CC1=CC(=C(C(=C1)OC)OC)OC)N.Cl,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,RTI,COC1=CC(CC(C)N)=CC(OC)=C1OC,WGTASENVNYJZBK-UHFFFAOYSA-N
4856,144206379.0,60196312.0,C[C@H]1[C@@H]2CC3=C([C@]1(CCN2C)C)C=C(C=C3)O.C[C@H]1[C@@H]2CC3=C([C@]1(CCN2C)C)C=C(C=C3)O.C(=C/C(=O)O)\C(=O)O,Inactive,0.0,,,inactive,inactive,,0,inconclusive antagonist,,-40.4899,RTI,C[C@H]1[C@@H]2CC3=CC=C(O)C=C3[C@@]1(C)CCN2C,YGSVZRIZCHZUHB-LKTVYLICSA-N
4857,144206385.0,3030770.0,CCC(=O)OC1(CCN(CC1)C)C2=CC=CC=C2.Cl,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,RTI,CCC(=O)OC1(C2=CC=CC=C2)CCN(C)CC1,BCQMRZRAWHNSBF-UHFFFAOYSA-N
4858,144206393.0,60196319.0,CCC1=CC(=C(C=C1OC)C[C@H](C)N)OC.Cl,Inactive,0.0,,,inactive,inactive,,0,active antagonist,45.0899,-42.9788,RTI,CCC1=CC(OC)=C(C[C@H](C)N)C=C1OC,HXJKWPGVENNMCC-VIFPVBQESA-N
4859,144206395.0,43398.0,CC(CC1=CC2=C(C(=C1)OC)OCO2)[NH3+].[Cl-],Inactive,0.0,,,inactive,inactive,,0,inactive,,0,RTI,COC1=CC(CC(C)N)=CC2=C1OCO2,YQYUWUKDEVZFDB-UHFFFAOYSA-N
4860,144206401.0,60196325.0,CC1=CC(=C(C=C1OC)C[C@@H](C)N)OC.Cl,Inactive,0.0,,,inactive,inactive,,0,active antagonist,62.9386,-35.8472,RTI,COC1=CC(C[C@@H](C)N)=C(OC)C=C1C,NTJQREUGJKIARY-SECBINFHSA-N
4861,144206405.0,60196328.0,CC(CC1=CC2=C(C=C1)OCO2)NO.Cl,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,RTI,CC(CC1=CC=C2OCOC2=C1)NO,FNDCTJYFKOQGTL-UHFFFAOYSA-N
4862,144206411.0,60196330.0,CCN[C@@H](C)CC1=CC=CC=C1.Cl,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,RTI,CCN[C@@H](C)CC1=CC=CC=C1,YAGBSNMZQKEFCO-JTQLQIEISA-N
4863,144206414.0,6321225.0,CN1CC[C@]23[C@@H]4[C@H]1CC5=C2C(=C(C=C5)O)O[C@H]3[C@H](C=C4)O.CN1CC[C@]23[C@@H]4[C@H]1CC5=C2C(=C(C=C5)O)O[C@H]3[C@H](C=C4)O.O.O.O.O.O.OS(=O)(=O)O,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,RTI,CN1CC[C@]23C4=C5C=CC(O)=C4O[C@H]2[C@@H](O)C=C[C@H]3[C@H]1C5,BQJCRHHNABKAKU-KBQPJGBKSA-N
4864,144206415.0,21124389.0,C1CN[C@@H]2CC3=C4[C@@]15[C@H]2C=C[C@@H]([C@@H]5OC4=C(C=C3)O)O.Cl,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,RTI,OC1=CC=C2C[C@H]3NCC[C@]45C2=C1O[C@H]4[C@@H](O)C=C[C@@H]35,ONBWJWYUHXVEJS-ZTYRTETDSA-N
4865,170465626.0,66264.0,CCN[C@@H](C)CC1=CC(=CC=C1)C(F)(F)F.Cl,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,"Prestwick Chemical, Inc.",CCN[C@@H](C)CC1=CC=CC(C(F)(F)F)=C1,DBGIVFWFUFKIQN-VIFPVBQESA-N
4866,144206419.0,2164.0,CCC1(C(=O)NC(=O)NC1=O)CCC(C)C,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,RTI,CCC1(CCC(C)C)C(=O)NC(=O)NC1=O,VIROVYVQCGLCII-UHFFFAOYSA-N
4867,144206435.0,6442928.0,C1NCCN(C1)CC2=CC=CC=C2.C(=C/C(=O)O)\C(=O)O.C(=C/C(=O)O)\C(=O)O,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,RTI,C1=CC=C(CN2CCNCC2)C=C1,IQXXEPZFOOTTBA-UHFFFAOYSA-N
4868,144206439.0,5359421.0,CN1CC[C@]23[C@@H]4[C@H]1CC5=C2C(=C(C=C5)O)O[C@H]3[C@H](CC4)O,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,RTI,CN1CC[C@]23C4=C5C=CC(O)=C4O[C@H]2[C@@H](O)CC[C@H]3[C@H]1C5,IJVCSMSMFSCRME-KBQPJGBKSA-N
4869,144206441.0,3057998.0,CCNC(C)CC1=CC2=C(C=C1)OCO2.Cl,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,RTI,CCNC(C)CC1=CC=C2OCOC2=C1,PVXVWWANJIWJOO-UHFFFAOYSA-N
4870,144206443.0,10257.0,CN(C)CCC1=CNC2=C1C=C(C=C2)O,Inactive,0.0,,,inactive,inactive,,0,inconclusive antagonist,53.2108,-68.8889,RTI,CN(C)CCC1=CNC2=CC=C(O)C=C12,VTTONGPRPXSUTJ-UHFFFAOYSA-N
4871,144206444.0,60196334.0,CCN(CC)CCC1=CNC2=CC=CC=C21.CCN(CC)CCC1=CNC2=CC=CC=C21.C(=C/C(=O)O)\C(=O)O,Inactive,0.0,,,inactive,inactive,,0,inconclusive antagonist,67.8152,-84.6256,RTI,CCN(CC)CCC1=CNC2=CC=CC=C12,LSSUMOWDTKZHHT-UHFFFAOYSA-N
4872,144206445.0,60196335.0,CN(C)CCC1=CNC2=CC=CC=C21.C(=C/C(=O)O)\C(=O)O,Inactive,0.0,,,inactive,inactive,,0,inconclusive,,,RTI,CN(C)CCC1=CNC2=CC=CC=C12,DMULVCHRPCFFGV-UHFFFAOYSA-N
4873,144206446.0,24721009.0,CCCN(CCC)CCC1=CNC2=CC=CC=C21.Cl,Inactive,0.0,,,inactive,inactive,,0,active antagonist,42.7056,-52.9957,RTI,CCCN(CCC)CCC1=CNC2=CC=CC=C12,BOOQTIHIKDDPRW-UHFFFAOYSA-N
4874,144206447.0,4980.0,CN(C)CCC1=CNC2=C1C(=CC=C2)O,Inactive,0.0,,,inactive,inactive,,0,active antagonist,60.5094,-58.6592,RTI,CN(C)CCC1=CNC2=CC=CC(O)=C12,SPCIYGNTAMCTRO-UHFFFAOYSA-N
4875,144206449.0,102710.0,CC(CC1=CC=CC=C1)NCCN2C=NC3=C2C(=O)N(C(=O)N3C)C.Cl,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,RTI,CC(CC1=CC=CC=C1)NCCN1C=NC2=C1C(=O)N(C)C(=O)N2C,NMCHYWGKBADVMK-UHFFFAOYSA-N
4876,144206451.0,10624.0,CN(C)CCC1=CNC2=C1C(=CC=C2)OP(=O)(O)O,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,RTI,CN(C)CCC1=CNC2=CC=CC(OP(=O)(O)O)=C12,QVDSEJDULKLHCG-UHFFFAOYSA-N
4877,144206453.0,24194381.0,CCC(=O)N(C1CCN(CC1)C(C)CC2=CC=CC=C2)C3=CC=CC=C3.Cl,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,RTI,CCC(=O)N(C1=CC=CC=C1)C1CCN(C(C)CC2=CC=CC=C2)CC1,NGTVDHYUFBKWID-UHFFFAOYSA-N
4878,170465218.0,50878597.0,C1C2CNCC1C3=CC4=NC=CN=C4C=C23.Cl,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,Selleck,C1=CN=C2C=C3C(=CC2=N1)C1CNCC3C1,JQSHBVHOMNKWFT-UHFFFAOYSA-N
4879,170466780.0,7986.0,CCCCOC(=O)CCCCCCCCC(=O)OCCCC,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,GVK,CCCCOC(=O)CCCCCCCCC(=O)OCCCC,PYGXAGIECVVIOZ-UHFFFAOYSA-N
4880,170466801.0,10255083.0,CC1=C2C(=CC(=C1C(=O)O)O)C(=O)C3=C(C2=O)C(=C(C(=C3O)O)[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)O,Inactive,0.0,,,inactive,inactive,,0,active antagonist,19.5704,-74.7121,SIGMA,CC1=C(C(=O)O)C(O)=CC2=C(O)C3=C(C(=O)C([C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)C(=O)C3=O)C(O)=C12,BTLHECDVDYCCFC-BDJXPSAHSA-N
4881,170466784.0,5271565.0,COC(=O)/C=C\C(=O)OC,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,GVK,COC(=O)/C=C\C(=O)OC,LDCRTTXIJACKKU-ARJAWSKDSA-N
4882,170466690.0,61007.0,CC(=O)CCC1=CC=C(C=C1)OC,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,GVK,COC1=CC=C(CCC(C)=O)C=C1,PCBSXBYCASFXTM-UHFFFAOYSA-N
4883,170466850.0,2724552.0,C1[C@H]([C@@H]([C@@H]([C@@](O1)(CO)O)O)O)O,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,Sequoia,OC[C@]1(O)OC[C@@H](O)[C@H](O)[C@@H]1O,LKDRXBCSQODPBY-VANKVMQKSA-N
4884,170464842.0,594.0,C(C(C(=O)O)N)S,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,Bosche,NC(CS)C(=O)O,XUJNEKJLAYXESH-UHFFFAOYSA-N
4885,170466234.0,40399.0,C1=CC(=C(C(=C1C(=O)C2=CC(=C(C(=C2)O)O)O)O)O)O,Inactive,0.0,,,inactive,inactive,,0,active antagonist,28.7255,-37.3131,GVK,O=C(C1=CC(O)=C(O)C(O)=C1)C1=CC=C(O)C(O)=C1O,XEDWWPGWIXPVRQ-UHFFFAOYSA-N
4886,170465651.0,68651.0,CC(=O)CCC(=O)[O-].CC(=O)CCC(=O)[O-].O.O.[Ca+2],Inactive,0.0,,,inactive,inactive,,0,inactive,,0,SIGMA,CC(=O)CCC(=O)O,JOOXCMJARBKPKM-UHFFFAOYSA-N
4887,170466369.0,3090.0,CC1=NC=C(N1C)[N+](=O)[O-],Inactive,0.0,,,inactive,inactive,,0,inactive,,0,GVK,CC1=NC=C([N+](=O)[O-])N1C,IBXPYPUJPLLOIN-UHFFFAOYSA-N
4888,170466823.0,71485.0,C([C@@H]1[C@@H]([C@@H]([C@H]([C@H](O1)O[C@]2([C@H]([C@@H]([C@H](O2)CCl)O)O)CCl)O)O)Cl)O,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,Microsource,OC[C@H]1O[C@H](O[C@]2(CCl)O[C@H](CCl)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@H]1Cl,BAQAVOSOZGMPRM-QBMZZYIRSA-N
4889,170466696.0,120070.0,COC(=O)C(C(=O)OC)Cl,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,GVK,COC(=O)C(Cl)C(=O)OC,LNBQBURECUEBKZ-UHFFFAOYSA-N
4890,170466792.0,50491.0,CC1(C(N2C(S1(=O)=O)CC2=O)C(=O)OCOC(=O)C(C)(C)C)C,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,GVK,CC(C)(C)C(=O)OCOC(=O)C1N2C(=O)CC2S(=O)(=O)C1(C)C,OHPVYKXTRACOSQ-UHFFFAOYSA-N
4891,170465159.0,6662.0,CC1=C(ON=C1C)N(C(=O)C)S(=O)(=O)C2=CC=C(C=C2)N,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,GVK,CC(=O)N(C1=C(C)C(C)=NO1)S(=O)(=O)C1=CC=C(N)C=C1,JFNWFXVFBDDWCX-UHFFFAOYSA-N
4892,170465233.0,6151.0,CCC(C)C(C)(COC(=O)N)COC(=O)N,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,GVK,CCC(C)C(C)(COC(N)=O)COC(N)=O,LEROTMJVBFSIMP-UHFFFAOYSA-N
4893,170465244.0,219024.0,CNC(=O)C1=CN(N=C1)C2=NC(=C3C(=N2)N(C=N3)[C@H]4[C@@H]([C@@H]([C@H](O4)CO)O)O)N,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,GVK,CNC(=O)C1=CN(C2=NC(N)=C3N=CN([C@@H]4O[C@H](CO)[C@@H](O)[C@H]4O)C3=N2)N=C1,LZPZPHGJDAGEJZ-AKAIJSEGSA-N
4894,170465346.0,44564.0,C1=C(C=C(C(=C1NC(=O)C(=O)O)Cl)NC(=O)C(=O)O)C#N,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,GVK,N#CC1=CC(NC(=O)C(=O)O)=C(Cl)C(NC(=O)C(=O)O)=C1,RVGLGHVJXCETIO-UHFFFAOYSA-N
4895,170465016.0,56339.0,C1=CC=C(C=C1)C2(C(=O)N(C(=O)N2)COP(=O)(O)O)C3=CC=CC=C3,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,GVK,O=C1NC(C2=CC=CC=C2)(C2=CC=CC=C2)C(=O)N1COP(=O)(O)O,XWLUWCNOOVRFPX-UHFFFAOYSA-N
4896,170465535.0,5370611.0,CC(C(C1=CC=CC=C1)O)N(C)C/C=C/C2=CC=CC=C2,Inactive,0.0,,,inactive,inactive,,0,active antagonist,28.7255,-36.2348,GVK,CC(C(O)C1=CC=CC=C1)N(C)C/C=C/C1=CC=CC=C1,YMJMZFPZRVMNCH-FMIVXFBMSA-N
4897,170465549.0,23664290.0,CC1=C(C=C(C=C1)C(=O)C(=O)[O-])C.[Na+],Inactive,0.0,,,inactive,inactive,,0,inactive,,0,GVK,CC1=CC=C(C(=O)C(=O)O)C=C1C,ISPFBCQRXZHOGR-UHFFFAOYSA-N
4898,170465555.0,5373773.0,CCOCCOC(=O)/C=C/C1=CC=C(C=C1)OC,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,GVK,CCOCCOC(=O)/C=C/C1=CC=C(OC)C=C1,CMDKPGRTAQVGFQ-RMKNXTFCSA-N
4899,170465551.0,10330781.0,C1=CC=C(C(=C1)C(=O)OCC(CO)O)N,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,GVK,NC1=CC=CC=C1C(=O)OCC(O)CO,VHWSRELATOUTAG-UHFFFAOYSA-N
4900,170465517.0,23684827.0,C(C(=O)[O-])SC#N.[Na+],Inactive,0.0,,,inactive,inactive,,0,inactive,,0,GVK,N#CSCC(=O)O,WYAUHKUSKIIGEI-UHFFFAOYSA-N
4901,170466389.0,166572.0,CC(C)C(=O)NC1=CC=CC(=C1)C2CN3CCSC3=N2,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,GVK,CC(C)C(=O)NC1=CC=CC(C2CN3CCSC3=N2)=C1,YWDWYOALXURQPZ-UHFFFAOYSA-N
4902,170466477.0,8573.0,CCC(C)(C#C)OC(=O)C1=CC=CC=C1C(=O)O,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,GVK,C#CC(C)(CC)OC(=O)C1=CC=CC=C1C(=O)O,CZGIRAWWWHPJHM-UHFFFAOYSA-N
4903,170465989.0,14866.0,CCCCOCCOC(=O)C1=CN=CC=C1,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,GVK,CCCCOCCOC(=O)C1=CC=CN=C1,IZJRISIINLJVBU-UHFFFAOYSA-N
4904,170465788.0,5356.0,C1CCS(=O)(=O)N(C1)C2=CC=C(C=C2)S(=O)(=O)N,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,GVK,NS(=O)(=O)C1=CC=C(N2CCCCS2(=O)=O)C=C1,HMHVCUVYZFYAJI-UHFFFAOYSA-N
4905,170465601.0,21777.0,CC(CC1=CC=CC=C1)NCCCCl,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,GVK,CC(CC1=CC=CC=C1)NCCCCl,XXVROGAVTTXONC-UHFFFAOYSA-N
4906,170466478.0,71186.0,CC1CCC2=C3N1C=C(C(=O)C3=CC(=C2C)F)C(=O)O,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,GVK,CC1=C(F)C=C2C(=O)C(C(=O)O)=CN3C2=C1CCC3C,DXKRGNXUIRKXNR-UHFFFAOYSA-N
4907,170465758.0,5369881.0,C/C(=N/NC(=O)C1=CC=NC=C1)/C(=O)O,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,GVK,C/C(=N/NC(=O)C1=CC=NC=C1)C(=O)O,ZGGPNDKKJIWQJU-WDZFZDKYSA-N
4908,170465876.0,102232.0,CCC(=O)O[C@@H]1C[C@H]2[C@@H]3CCC4=C([C@H]3CC[C@@]2([C@H]1OC(=O)CC)C)C=CC(=C4)OC(=O)CC,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,GVK,CCC(=O)OC1=CC=C2C(=C1)CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1C[C@@H](OC(=O)CC)[C@@H]2OC(=O)CC,ONMZMZJEZHMWQL-REUUDLSRSA-N
4909,170465905.0,101905.0,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2OC(=O)CCC4CCCCC4)CCC5=CC(=O)CC[C@H]35,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,GVK,C[C@]12CC[C@@H]3C4=C(CC[C@H]3[C@@H]1CC[C@@H]2OC(=O)CCC1CCCCC1)CC(=O)CC4,ALGCACCPCADQHY-RYIFMDQWSA-N
4910,170465998.0,17273.0,CC(=O)O[C@@H]1CC2C3CCC4=C(C3CCC2([C@H]1OC(=O)C)C)C=CC(=C4)OC(=O)C5=CC=CC=C5,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,GVK,CC(=O)O[C@@H]1CC2C3CCC4=CC(OC(=O)C5=CC=CC=C5)=CC=C4C3CCC2(C)[C@H]1OC(C)=O,VQHGRIUWSVCJPX-ULPOLMMYSA-N
4911,170466018.0,5217.0,CC(C)(C(=O)OCCCOC(=O)C(C)(C)OC1=CC=C(C=C1)Cl)OC2=CC=C(C=C2)Cl,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,GVK,CC(C)(OC1=CC=C(Cl)C=C1)C(=O)OCCCOC(=O)C(C)(C)OC1=CC=C(Cl)C=C1,JLRNKCZRCMIVKA-UHFFFAOYSA-N
4912,170465895.0,3673.0,CC(C)CC1=CC=C(C=C1)C(C)C(=O)OCC2=CC=CC=N2,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,GVK,CC(C)CC1=CC=C(C(C)C(=O)OCC2=CC=CC=N2)C=C1,ACEWLPOYLGNNHV-UHFFFAOYSA-N
4913,170466004.0,65502.0,C[C@@H]1CCC[C@@H](N1CCCC(C2=CC=CC=C2)(C3=CC=CC=N3)O)C,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,GVK,C[C@@H]1CCC[C@H](C)N1CCCC(O)(C1=CC=CC=C1)C1=CC=CC=N1,APUDBKTWDCXQJA-QIDMFYOTSA-N
4914,170466007.0,72187525.0,CCCCCCCCC/C=C\C=C/C=C\C=C/C=C\C(=O)OCC,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,GVK,CCCCCCCCC/C=C\C=C/C=C\C=C/C=C\C(=O)OCC,DTEMJWLYSQBXEL-FHLCVKDKSA-N
4915,170465945.0,72137.0,CCN(CC)CC(=O)NC1=C(C=CC=C1C(=O)OC)C,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,GVK,CCN(CC)CC(=O)NC1=C(C)C=CC=C1C(=O)OC,UDKICLZCJWQTLS-UHFFFAOYSA-N
4916,170465850.0,71137.0,CCOC(=O)OC1=C(C=C(C=C1)CCNC(=O)[C@H](CCSC)NC(=O)C)OC(=O)OCC,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,GVK,CCOC(=O)OC1=CC=C(CCNC(=O)[C@H](CCSC)NC(C)=O)C=C1OC(=O)OCC,ZLVMAMIPILWYHQ-INIZCTEOSA-N
4917,170465843.0,3221.0,CCOC1=C(C=NN(C1=O)C)N2CCOCC2,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,GVK,CCOC1=C(N2CCOCC2)C=NN(C)C1=O,URJQOOISAKEBKW-UHFFFAOYSA-N
4918,170465894.0,9335.0,C[N+](CCCl)(CCCl)[O-],Inactive,0.0,,,inactive,inactive,,0,inactive,,0,GVK,C[N+]([O-])(CCCl)CCCl,AFLXUQUGROGEFA-UHFFFAOYSA-N
4919,170465887.0,19536.0,CC(=O)N(CC(=O)N(C)C)C1=CC=CC=C1,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,GVK,CC(=O)N(CC(=O)N(C)C)C1=CC=CC=C1,KEVKBVWYVMVEBG-UHFFFAOYSA-N
4920,170465965.0,25229.0,CNC(=O)C1=C(C(=C(C(=C1I)NC(=O)CCCCC(=O)NC2=C(C(=C(C(=C2I)C(=O)O)I)C(=O)NC)I)I)C(=O)O)I,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,GVK,CNC(=O)C1=C(I)C(NC(=O)CCCCC(=O)NC2=C(I)C(C(=O)O)=C(I)C(C(=O)NC)=C2I)=C(I)C(C(=O)O)=C1I,SMQYOVYWPWASGU-UHFFFAOYSA-N
4921,170465939.0,23691021.0,COCCOC1=CC(=CC=C1)S(=O)(=O)[N-]C2=NC=CC=N2.[Na+],Inactive,0.0,,,inactive,inactive,,0,inactive,,0,GVK,COCCOC1=CC=CC(S(=O)(=O)NC2=NC=CC=N2)=C1,GFTIHHDWNALSPB-UHFFFAOYSA-N
